iter	Passed	Remaining
121	623497	4487136
122	628575	4481794
123	633062	4472282
124	637751	4464261
125	642316	4455435
126	647483	4450810
127	652360	4444207
128	657060	4436429
129	662115	4431078
130	667380	4427128
131	671620	4416412
132	676133	4407574
133	680754	4399500
134	685975	4395323
135	691221	4391289
136	696964	4390368
137	701297	4380566
138	705763	4371670
139	710295	4363245
140	715117	4356640
141	720216	4351732
142	725527	4348091
143	730293	4341186
144	735292	4335691
145	740048	4328774
146	744623	4320841
147	750302	4319306
148	755512	4315041
149	760987	4312263
150	765498	4304029
151	770375	4297884
152	775319	4292128
153	780007	4284977
154	785883	4284333
155	791290	4281083
156	796489	4276691
157	802045	4274190
158	805354	4259768
159	808987	4247182
160	814351	4243733
161	820775	4245740
162	824475	4233656
163	828816	4224942
164	832270	4211793
165	837103	4205689
166	842622	4203021
167	848077	4200004
168	853053	4194602
169	858976	4193828
170	864443	4190779
171	870009	4188186
172	874353	4179711
173	878964	4172553
174	884241	4168567
175	890263	4168052
176	896571	4168803
177	900038	4156355
178	904361	4147936
179	910448	4147599
180	915903	4144335
181	921502	4141699
182	924889	4129151
183	929723	4123121
184	935121	4119589
185	938600	4107637
186	941965	4095282
187	945820	4085139
188	950441	4078351
189	956529	4077835
190	962142	4075251
191	965619	4063647
192	968982	4051654
193	973916	4046271
194	979636	4044142
195	984193	4037200
196	989225	4032225
197	993658	4024817
198	998368	4018559
199	1003257	4013028
200	1007979	4006843
201	1012711	4000713
202	1017788	3995948
203	1022654	3990358
204	1028120	3987102
205	1032720	3980485
206	1037519	3974651
207	1043353	3972770
208	1048197	3967101
209	1052596	3959769
210	1058664	3958701
211	1063785	3954071
212	1068907	3949436
213	1073584	3943165
214	1078950	3939423
215	1083982	3934454
216	1089983	3932981
217	1095628	3930190
218	1101428	3927925
219	1106639	3923539
220	1112783	3922436
221	1118249	3918909
222	1123393	3914244
223	1129781	3913884
224	1135637	3911640
225	1140102	3904599
226	1145278	3900002
227	1151067	3897475
228	1155745	3891177
229	1160789	3886120
230	1167764	3887493
231	1172793	3882352
232	1179060	3881286
233	1184183	3876429
234	1189340	3871682
235	1194817	3867968
236	1200459	3864770
237	1207392	3865684
238	1213828	3864952
239	1219658	3862251
240	1226382	3862342
241	1233605	3863936
242	1240203	3863513
243	1247324	3864661
244	1253294	3862194
245	1259835	3861445
246	1267101	3862865
247	1273967	3862997
248	1280670	3862584
249	1286669	3860007
250	1293154	3858854
251	1300574	3860434
252	1307273	3859814
253	1314376	3860333
254	1320894	3859085
255	1330196	3865885
256	1337271	3866120
257	1344583	3866980
258	1351377	3866296
259	1356626	3861168
260	1362069	3856588
261	1367327	3851480
262	1372192	3845268
263	1378025	3841767
264	1383492	3837233
265	1389804	3835024
266	1395153	3830140
267	1399864	3823511
268	1404302	3816151
269	1409331	3810413
270	1416552	3810577
271	1423579	3810167
272	1428528	3804177
273	1433573	3798447
274	1439049	3793857
275	1445023	3790569
276	1450114	3784955
277	1456793	3783472
278	1461568	3777029
279	1466812	3771803
280	1471689	3765640
281	1479821	3767771
282	1485377	3763306
283	1490497	3757733
284	1496251	3753754
285	1503554	3753628
286	1508995	3748828
287	1514405	3743947
288	1519683	3738736
289	1525139	3733961
290	1530292	3728444
291	1535659	3723448
292	1539081	3713756
293	1543981	3707657
294	1550014	3704272
295	1555122	3698670
296	1559832	3692128
297	1564599	3685734
298	1569475	3679607
299	1574209	3673154
300	1578411	3665480
301	1583288	3659388
302	1588288	3653588
303	1593944	3649294
304	1599986	3645871
305	1605400	3641006
306	1610022	3634350
307	1614562	3627524
308	1619896	3622486
309	1624585	3616012
310	1629729	3610557
311	1634594	3604491
312	1639549	3598628
313	1644261	3592239
314	1648740	3585356
315	1653028	3578075
316	1658604	3573587
317	1664083	3568883
318	1671527	3568371
319	1677427	3564533
320	1681993	3557862
321	1687236	3552629
322	1691670	3545698
323	1696636	3539894
324	1701812	3534534
325	1707457	3530142
326	1712356	3524207
327	1717199	3518164
328	1721910	3511859
329	1727232	3506804
330	1731687	3499996
331	1736118	3493155
332	1740862	3486953
333	1746884	3483308
334	1751617	3477090
335	1756205	3470596
336	1761671	3465840
337	1767626	3462037
338	1772681	3456467
339	1778159	3451721
340	1785292	3450170
341	1790571	3445017
342	1795358	3438922
343	1800102	3432753
344	1805768	3428343
345	1811379	3423821
346	1816776	3418891
347	1821978	3413591
348	1826677	3407355
349	1832010	3402304
350	1837298	3397170
351	1842320	3391545
352	1847807	3386775
353	1852809	3381115
354	1858252	3376262
355	1862597	3369417
356	1867196	3363046
357	1872328	3357639
358	1877405	3352136
359	1883707	3348812
360	1888828	3343383
361	1894826	3339501
362	1900233	3334568
363	1904765	3328106
364	1909465	3321946
365	1914396	3316195
366	1920020	3311643
367	1925802	3307356
368	1931413	3302769
369	1936190	3296757
370	1940723	3290337
371	1945333	3284057
372	1949777	3277507
373	1954254	3271024
374	1959630	3266050
375	1965066	3261173
376	1970587	3256435
377	1975454	3250615
378	1980875	3245708
379	1985774	3239947
380	1990193	3233411
381	1995450	3228241
382	1999993	3221922
383	2005360	3216932
384	2011271	3212809
385	2016770	3208023
386	2021569	3202124
387	2026437	3196338
388	2031279	3190519
389	2035968	3184463
390	2042212	3180836
391	2049423	3178697
392	2056056	3175639
393	2061199	3170271
394	2067610	3166845
395	2074757	3164528
396	2081345	3161338
397	2087321	3157205
398	2092001	3151109
399	2100579	3150869
400	2106024	3145906
401	2111612	3141154
402	2117055	3136184
403	2122009	3130488
404	2128266	3126711
405	2134999	3123619
406	2141070	3119544
407	2146438	3114440
408	2152040	3109671
409	2157182	3104238
410	2161862	3098143
411	2169950	3096919
412	2175317	3091795
413	2180448	3086334
414	2186506	3082183
415	2191382	3076364
416	2197047	3071651
417	2204492	3069413
418	2209892	3064314
419	2214124	3057600
420	2221133	3054718
421	2227312	3050679
422	2232334	3045051
423	2236891	3038795
424	2243402	3035191
425	2248057	3029072
426	2253167	3023570
427	2258132	3017878
428	2265254	3015059
429	2270256	3009409
430	2278044	3007442
431	2283044	3001780
432	2287766	2995758
433	2294788	2992741
434	2300941	2988579
435	2307543	2984987
436	2312020	2978644
437	2316795	2972691
438	2321705	2966917
439	2326159	2960566
440	2330791	2954450
441	2335923	2948971
442	2342503	2945314
443	2348703	2941168
444	2353223	2934918
445	2357700	2928622
446	2362410	2922624
447	2367485	2917080
448	2373098	2912199
449	2379153	2907853
450	2385841	2904272
451	2390885	2898683
452	2395408	2892468
453	2400930	2887462
454	2406830	2882906
455	2411473	2876845
456	2416139	2870817
457	2421395	2865493
458	2427094	2860693
459	2432648	2855717
460	2437105	2849457
461	2441937	2843642
462	2447026	2838127
463	2452135	2832639
464	2457412	2827345
465	2461834	2821072
466	2466433	2815008
467	2471066	2808989
468	2476832	2804260
469	2481730	2798547
470	2487253	2793539
471	2492174	2787855
472	2497929	2783105
473	2502862	2777438
474	2507672	2771638
475	2512437	2765792
476	2516817	2759529
477	2522839	2755066
478	2528682	2750404
479	2534286	2745476
480	2538964	2739547
481	2544018	2734028
482	2548551	2727953
483	2553551	2722381
484	2558172	2716409
485	2564317	2712055
486	2570049	2707259
487	2575450	2702111
488	2579876	2695944
489	2584220	2689698
490	2588990	2683902
491	2593873	2678226
492	2599138	2672947
493	2603984	2667239
494	2609896	2662621
495	2615695	2657883
496	2620116	2651748
497	2624627	2645709
498	2629470	2640009
499	2634817	2634817
500	2640538	2629997
501	2646416	2625329
502	2650960	2619338
503	2655760	2613605
504	2660459	2607776
505	2665158	2601953
506	2670257	2596522
507	2675522	2591254
508	2680591	2585796
509	2686002	2580669
510	2690434	2574603
511	2695433	2569085
512	2700811	2563927
513	2706088	2558674
514	2710864	2552950
515	2715443	2547043
516	2720463	2541555
517	2726251	2536782
518	2730842	2530896
519	2736064	2525598
520	2741741	2520717
521	2747007	2515458
522	2751416	2509418
523	2755838	2503394
524	2760448	2497548
525	2765203	2491837
526	2770080	2486239
527	2774360	2480110
528	2779615	2474856
529	2784848	2469582
530	2790047	2464279
531	2795547	2459241
532	2800058	2453334
533	2805290	2448062
534	2810823	2443052
535	2817569	2439089
536	2824900	2435622
537	2830577	2430718
538	2835521	2425186
539	2840765	2419911
540	2845464	2414173
541	2850090	2408379
542	2855548	2403288
543	2861279	2398425
544	2866315	2392979
545	2873403	2389240
546	2881637	2386438
547	2889982	2383708
548	2897482	2380263
549	2905460	2377194
550	2914387	2374881
551	2922654	2372009
552	2930199	2368533
553	2936931	2364388
554	2942133	2359007
555	2952623	2357850
556	2960555	2354625
557	2968557	2351438
558	2977912	2349300
559	2986615	2346626
560	2995004	2343684
561	3001236	2339042
562	3009281	2335801
563	3016993	2332285
564	3021669	2326418
565	3028659	2322328
566	3036859	2319153
567	3044504	2315538
568	3051379	2311326
569	3057462	2306506
570	3062948	2301234
571	3070682	2297643
572	3078004	2293731
573	3084003	2288824
574	3088637	2282905
575	3092924	2276736
576	3097791	2270998
577	3102793	2265361
578	3109559	2261009
579	3117725	2257663
580	3125006	2253662
581	3132440	2249759
582	3138783	2245064
583	3145951	2240951
584	3151973	2236015
585	3158805	2231647
586	3166048	2227560
587	3173423	2223555
588	3180481	2219317
589	3187692	2215175
590	3193547	2210086
591	3199808	2205273
592	3205729	2200222
593	3211807	2195276
594	3217398	2189993
595	3222350	2184277
596	3228407	2179310
597	3233395	2173620
598	3240763	2169525
599	3247862	2165241
600	3253852	2160211
601	3260508	2155618
602	3267764	2151413
603	3275141	2147278
604	3281351	2142370
605	3287028	2137111
606	3293061	2132081
607	3299604	2127376
608	3305992	2122566
609	3313195	2118272
610	3320717	2114171
611	3327792	2109777
612	3335135	2105542
613	3341603	2100747
614	3349126	2096607
615	3354047	2090834
616	3362624	2087333
617	3369507	2082769
618	3375562	2077689
619	3381627	2072610
620	3386260	2066654
621	3392647	2061769
622	3400481	2057755
623	3407416	2053187
624	3414282	2048569
625	3420350	2043468
626	3425929	2038072
627	3433530	2033874
628	3438551	2028144
629	3444384	2022892
630	3451561	2018425
631	3457172	2013037
632	3461762	2007056
633	3468061	2002066
634	3473429	1996538
635	3480207	1991816
636	3487116	1987163
637	3494361	1982694
638	3499683	1977129
639	3504771	1971433
640	3509815	1965715
641	3515014	1960086
642	3523758	1956425
643	3530705	1951756
644	3538773	1947696
645	3546283	1943319
646	3551284	1937563
647	3557627	1932538
648	3564974	1928052
649	3573620	1924257
650	3580608	1919558
651	3587752	1914935
652	3594443	1910064
653	3599431	1904286
654	3607464	1900115
655	3615309	1895832
656	3621973	1890923
657	3628460	1885917
658	3635283	1881079
659	3641940	1876150
660	3648839	1871341
661	3655318	1866310
662	3662794	1861782
663	3670190	1857204
664	3677790	1852721
665	3684813	1847939
666	3692101	1843282
667	3697057	1837459
668	3701945	1831605
669	3706700	1825688
670	3713456	1820755
671	3718554	1815008
672	3726634	1810712
673	3732467	1805318
674	3737142	1799364
675	3742534	1793759
676	3747690	1788041
677	3754134	1782937
678	3758655	1776919
679	3763423	1771022
680	3767856	1764972
681	3774143	1759791
682	3779388	1754123
683	3785789	1748990
684	3793892	1744636
685	3801071	1739849
686	3807291	1734617
687	3811870	1728639
688	3817814	1723280
689	3822983	1717572
690	3829727	1712569
691	3836595	1707617
692	3844650	1703185
693	3851940	1698406
694	3856694	1692506
695	3860762	1686310
696	3865706	1680501
697	3870417	1674593
698	3876082	1669100
699	3880926	1663254
700	3885559	1657321
701	3890169	1651382
702	3895024	1645550
703	3899467	1639548
704	3904510	1633802
705	3910475	1628441
706	3918278	1623841
707	3924189	1618450
708	3931388	1613588
709	3939251	1608990
710	3946420	1604100
711	3951331	1598291
712	3955730	1592278
713	3960407	1586381
714	3966240	1580949
715	3971451	1575268
716	3975982	1569320
717	3980247	1563272
718	3985504	1557617
719	3991036	1552069
720	3996425	1546466
721	4000590	1540393
722	4005633	1534661
723	4010655	1528923
724	4015243	1523023
725	4020098	1517227
726	4024418	1511232
727	4029552	1505546
728	4034394	1499754
729	4039504	1494063
730	4045181	1488582
731	4050332	1482908
732	4055265	1477156
733	4060354	1471463
734	4065318	1465727
735	4070876	1460205
736	4075364	1454302
737	4080017	1448461
738	4085564	1442939
739	4090741	1437287
740	4096129	1431710
741	4100862	1425906
742	4105550	1420089
743	4110050	1414210
744	4114994	1408488
745	4120650	1403009
746	4125994	1397425
747	4130537	1391571
748	4135046	1385709
749	4140735	1380245
750	4145489	1374470
751	4150207	1368685
752	4156204	1363323
753	4161482	1357724
754	4168804	1352790
755	4173869	1347121
756	4179170	1341530
757	4184136	1335832
758	4188958	1330091
759	4196726	1325281
760	4202147	1319728
761	4208836	1314570
762	4217214	1309934
763	4224879	1305067
764	4233193	1300392
765	4241147	1295598
766	4249214	1290830
767	4255937	1285647
768	4261536	1280123
769	4266136	1274300
770	4271246	1268632
771	4276768	1263087
772	4283523	1257904
773	4288214	1252114
774	4292511	1246213
775	4298357	1240763
776	4303523	1235116
777	4307856	1229234
778	4312666	1223490
779	4317130	1217652
780	4322020	1211936
781	4326547	1206121
782	4330790	1200231
783	4335491	1194472
784	4341367	1189036
785	4346513	1183401
786	4351212	1177647
787	4356068	1171937
788	4361167	1166294
789	4367055	1160862
790	4371966	1155171
791	4377652	1149686
792	4382774	1144053
793	4387795	1138395
794	4393040	1132796
795	4398150	1127164
796	4402983	1121462
797	4408205	1115861
798	4414548	1110543
799	4419540	1104885
800	4424461	1099210
801	4429238	1093502
802	4434315	1087870
803	4439259	1082207
804	4444727	1076673
805	4449848	1071055
806	4454870	1065415
807	4459536	1059691
808	4464557	1054055
809	4469579	1048419
810	4474696	1042808
811	4479717	1037175
812	4486396	1031926
813	4491518	1026317
814	4496372	1020649
815	4500984	1014927
816	4505582	1009206
817	4510493	1003557
818	4515081	997838
819	4520258	992251
820	4525280	986632
821	4530324	981019
822	4536489	975648
823	4542068	970150
824	4546969	964508
825	4551979	958891
826	4557223	953324
827	4563410	947954
828	4568455	942347
829	4573354	936711
830	4579020	931232
831	4585175	925852
832	4589408	920085
833	4593885	914370
834	4598562	908698
835	4603184	903016
836	4608150	897405
837	4612738	891722
838	4617815	886136
839	4622935	880559
840	4628435	875055
841	4633268	869425
842	4638078	863794
843	4642466	858086
844	4647132	852432
845	4653012	847002
846	4659200	841626
847	4663643	835936
848	4668665	830351
849	4674309	824878
850	4679375	819303
851	4683647	813591
852	4688490	807981
853	4692902	802299
854	4698056	796746
855	4702746	791116
856	4707668	785526
857	4711912	779826
858	4716232	774142
859	4721465	768610
860	4727987	763287
861	4732586	757653
862	4737631	752092
863	4744008	746742
864	4749463	741245
865	4753985	735605
866	4758218	729922
867	4762906	724313
868	4767939	718757
869	4774460	713425
870	4779765	707910
871	4784299	702282
872	4789554	696762
873	4796565	691495
874	4802709	686101
875	4810965	681004
876	4818331	675775
877	4826065	670592
878	4830642	664969
879	4835420	659375
880	4840109	653771
881	4845331	648241
882	4850139	642657
883	4854917	637070
884	4860182	631549
885	4865359	626016
886	4870293	620454
887	4874549	614808
888	4879371	609235
889	4884349	603683
890	4889046	598098
891	4894303	592583
892	4899380	587047
893	4904469	581514
894	4911882	576254
895	4917489	570780
896	4922914	565284
897	4927857	559734
898	4932390	554139
899	4936721	548524
900	4941823	542997
901	4946589	537434
902	4951165	531852
903	4956009	526301
904	4962239	520898
905	4968927	515539
906	4973926	510005
907	4981148	504697
908	4985802	499128
909	4990670	493582
910	4995413	488026
911	5000712	482524
912	5007890	477203
913	5013699	471748
914	5019133	466258
915	5023547	460674
916	5028034	455100
917	5033480	449613
918	5038667	444104
919	5043675	438580
920	5048734	433061
921	5053066	427482
922	5057853	421944
923	5062697	416412
924	5067453	410874
925	5071907	405314
926	5076650	399779
927	5082484	394330
928	5088416	388888
929	5093471	383379
930	5098269	377852
931	5103381	372349
932	5109092	366890
933	5114702	361424
934	5120092	355942
935	5124925	350422
936	5129679	344898
937	5134856	339404
938	5140123	333916
939	5145333	328425
940	5150138	322909
941	5155226	317413
942	5162584	312054
943	5168338	306596
944	5173038	301076
945	5177760	295559
946	5182593	290050
947	5188014	284574
948	5193771	279117
949	5199648	273665
950	5204303	268150
951	5209068	262642
952	5213990	257143
953	5219066	251653
954	5223334	246125
955	5227922	240615
956	5232810	235121
957	5238087	229644
958	5242875	224147
959	5247697	218654
960	5252740	213170
961	5257487	207676
962	5262397	202189
963	5267385	196707
964	5271951	191210
965	5277239	185741
966	5282740	180279
967	5288629	174830
968	5293461	169347
969	5298516	163871
970	5303360	158390
971	5308647	152923
972	5313183	147436
973	5317850	141954
974	5323438	136498
975	5329171	131045
976	5334016	125570
977	5339650	120114
978	5345347	114660
979	5350655	109197
980	5356533	103745
981	5360898	98264
982	5365354	92788
983	5370352	87322
984	5375932	81866
985	5380230	76392
986	5384907	70925
987	5390628	65473
988	5397517	60033
989	5403529	54581
990	5408226	49116
991	5413003	43653
992	5418749	38198
993	5424405	32742
994	5428804	27280
995	5433814	21822
996	5438613	16364
997	5443354	10908
998	5447898	5453
999	5452897	0
